train_auc,train_acc,train_precision,train_recall,train_f1,val_auc,val_acc,val_precision,val_recall,val_f1,train_loss,val_loss,epoch_time
0.7679437412095641,0.8876404494382022,0.0,0.0,0.0,0.7085134115387254,0.887434554973822,0.0,0.0,0.0,0.34846992264775667,0.3470836341381073,4.391221046447754
0.8527144866385373,0.8876404494382022,0.0,0.0,0.0,0.7431570281951019,0.887434554973822,0.0,0.0,0.0,0.3067137708558756,0.319879361987114,4.395395994186401
0.974436005625879,0.8876404494382022,0.0,0.0,0.0,0.7799272827056322,0.887434554973822,0.0,0.0,0.0,0.23348901574225986,0.29664320051670073,4.373734951019287
0.9875330520393812,0.9670411985018726,0.8897058823529411,0.8066666666666666,0.8461538461538461,0.8104548260959045,0.8664921465968587,0.34615384615384615,0.20930232558139536,0.2608695652173913,0.21643458920366623,0.3218581289052963,4.415808200836182
0.9844219409282701,0.949063670411985,1.0,0.5466666666666666,0.7068965517241379,0.7052891541469438,0.8821989528795812,0.25,0.023255813953488372,0.0425531914893617,0.1363745924523648,0.3219669073820114,4.457862854003906
0.9906835443037975,0.9797752808988764,0.9624060150375939,0.8533333333333334,0.9045936395759717,0.8374151059888867,0.900523560209424,0.6666666666666666,0.23255813953488372,0.3448275862068966,0.12800616146448782,0.2636368252336979,4.387532711029053
0.9937102672292546,0.9632958801498127,0.9902912621359223,0.68,0.8063241106719368,0.7768402277560541,0.887434554973822,0.5,0.023255813953488372,0.044444444444444446,0.08788374369032681,0.44292714567855,4.379120826721191
0.9999156118143461,0.998501872659176,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.8550456198120326,0.9136125654450262,0.6923076923076923,0.4186046511627907,0.5217391304347826,0.028577367747750354,0.2491260865703225,4.335083484649658
0.9999774964838256,0.9962546816479401,0.967741935483871,1.0,0.9836065573770492,0.8721959250874666,0.9136125654450262,0.6666666666666666,0.46511627906976744,0.547945205479452,0.024221580174258527,0.2501477591693401,4.293439626693726
0.9999324894514767,0.9977528089887641,0.9932885906040269,0.9866666666666667,0.9899665551839465,0.8337792412704946,0.9031413612565445,0.6666666666666666,0.27906976744186046,0.39344262295081966,0.01703219916945433,0.302217504568398,4.322019577026367
1.0,0.9992509363295881,0.9933774834437086,1.0,0.9966777408637874,0.8370034986622762,0.9057591623036649,0.6,0.4883720930232558,0.5384615384615384,0.02670299809645204,0.2842954147607088,4.232507944107056
1.0,1.0,1.0,1.0,1.0,0.848459902586266,0.9162303664921466,0.8666666666666667,0.3023255813953488,0.4482758620689655,0.007369790349484366,0.29832879509776833,4.220275163650513
1.0,0.998501872659176,1.0,0.9866666666666667,0.9932885906040269,0.8675996432736502,0.8952879581151832,0.7142857142857143,0.11627906976744186,0.2,0.010102286797893397,0.39287435249425473,4.256686210632324
0.9974852320675105,0.9895131086142323,1.0,0.9066666666666666,0.951048951048951,0.834190848597105,0.9031413612565445,0.875,0.16279069767441862,0.27450980392156865,0.032808687366709555,0.39844040484167637,4.195540904998779
0.9994880450070324,0.8779026217228464,0.4792332268370607,1.0,0.6479481641468683,0.8431090073403307,0.7382198952879581,0.2682926829268293,0.7674418604651163,0.39759036144578314,0.26797392994494124,0.6538610130548477,4.196678638458252
1.0,1.0,1.0,1.0,1.0,0.87075529944433,0.9031413612565445,0.6875,0.2558139534883721,0.3728813559322034,0.007933379856266957,0.3114412171766162,4.231244325637817
1.0,1.0,1.0,1.0,1.0,0.8743225629416205,0.9083769633507853,0.6666666666666666,0.37209302325581395,0.47761194029850745,0.004869368249166976,0.28718642219901086,4.190284729003906
1.0,1.0,1.0,1.0,1.0,0.8846813473279824,0.9109947643979057,0.8,0.27906976744186046,0.41379310344827586,0.005245070096434039,0.28231257330626247,4.18665885925293
1.0,0.9977528089887641,1.0,0.98,0.98989898989899,0.8508609453248267,0.900523560209424,1.0,0.11627906976744186,0.20833333333333334,0.011030957835507305,0.4168752164579928,4.2583091259002686
1.0,0.9992509363295881,0.9933774834437086,1.0,0.9966777408637874,0.8325444192906634,0.8900523560209425,0.5238095238095238,0.2558139534883721,0.34375,0.00656382434124894,0.35874396180734036,4.213497877120972
