train_auc,train_acc,train_precision,train_recall,train_f1,val_auc,val_acc,val_precision,val_recall,val_f1,train_loss,val_loss,epoch_time
0.4435509720246562,0.35,0.1328125,0.3,0.18375241779497098,0.5675203930754917,0.375,0.16964285714285715,0.35416666666666663,0.22418478260869565,1.4702787399291992,1.4187321662902832,44.964316606521606
0.8076965979137032,0.625,0.42500000000000004,0.4875,0.4089285714285714,0.8299254884370016,0.55,0.3416666666666667,0.3194444444444444,0.3270676691729323,1.3784769773483276,1.3780066967010498,43.62455463409424
0.6746190730203888,0.425,0.35714285714285715,0.275,0.19545454545454544,0.6849384054359383,0.55,0.3828125,0.3142361111111111,0.28904761904761905,1.8634796142578125,1.568799376487732,43.88517165184021
0.7451756756756757,0.5,0.45915032679738566,0.3833333333333333,0.3355263157894737,0.7594956555688465,0.475,0.39166666666666666,0.3993055555555556,0.31081273088945727,1.076092004776001,1.7037845849990845,43.849520444869995
0.7773790896159317,0.75,0.40509259259259256,0.4208333333333333,0.40583136327817176,0.7832259685672515,0.65,0.36778846153846156,0.3871527777777778,0.3649193548387097,0.8149245977401733,0.8726407289505005,43.38748574256897
0.8099180891417732,0.675,0.35851648351648346,0.4,0.3593974175035868,0.8325992241493887,0.625,0.42083333333333334,0.47395833333333337,0.43513289036544855,0.9094419479370117,0.9510725736618042,43.362792015075684
0.9171177690848744,0.75,0.3963585434173669,0.43333333333333335,0.4138719512195122,0.8004012161084529,0.7,0.36616847826086957,0.4149305555555556,0.38348416289592757,0.587123692035675,0.8275394439697266,43.60942053794861
0.9254198079658607,0.825,0.4244505494505495,0.4666666666666667,0.4415292353823088,0.8884164423843699,0.725,0.47045454545454546,0.5399305555555556,0.4943381180223286,0.5089408755302429,0.8893778920173645,43.68903183937073
0.8244621266002845,0.775,0.41346153846153844,0.4375,0.42080745341614906,0.8002745381446039,0.675,0.48148148148148145,0.5138888888888888,0.46461794019933556,0.691998302936554,0.9292266964912415,43.52040338516235
0.8988467283072546,0.8,0.41440217391304346,0.45833333333333337,0.4351087771942986,0.8564281798245613,0.8,0.5411931818181819,0.5833333333333334,0.5561145510835913,0.5162318348884583,0.6656711101531982,43.395071506500244
0.9295709459459459,0.9,0.7083333333333334,0.7333333333333334,0.7186520376175549,0.8501160868553961,0.675,0.4253472222222222,0.5086805555555556,0.44485294117647056,0.5138162970542908,0.9146056175231934,43.51344156265259
0.9263736960644855,0.85,0.5596590909090909,0.5958333333333333,0.5769969278033794,0.8444477671451356,0.675,0.425,0.5104166666666666,0.45424836601307195,0.4946061074733734,1.025094747543335,43.34603977203369
0.9828243243243242,0.825,0.6598684210526315,0.5875,0.5997549019607843,0.7859910785486444,0.775,0.39906417112299464,0.4548611111111111,0.4246212121212121,0.43747425079345703,0.7386021614074707,43.29426193237305
0.923776967757231,0.825,0.5539855072463769,0.5833333333333334,0.5676356589147287,0.8312275717703349,0.825,0.5472222222222223,0.5972222222222222,0.5694444444444444,0.425528347492218,0.66469806432724,43.40624761581421
0.9487511261261262,0.85,0.42424242424242425,0.4875,0.45346320346320346,0.9138631379585327,0.825,0.5472222222222223,0.5972222222222222,0.5694444444444444,0.43767237663269043,0.5469793677330017,43.50227761268616
0.975106981981982,0.85,0.6726190476190477,0.6,0.6134515890613451,0.8899739583333334,0.8,0.4105263157894737,0.4722222222222222,0.4390977443609022,0.3771333694458008,0.5496402978897095,43.51156163215637
0.9507094594594594,0.9,0.6325757575757576,0.7375,0.6761904761904762,0.9286813446969697,0.85,0.6751336898395722,0.609375,0.6189393939393939,0.3521880507469177,0.4632471203804016,43.3326256275177
0.9673941441441442,0.875,0.6848739495798319,0.725,0.7038871951219512,0.9057183678894205,0.725,0.45486111111111116,0.5381944444444444,0.4742647058823529,0.3943590521812439,0.8122355341911316,43.69780516624451
0.9418083214793741,0.85,0.44791666666666663,0.4875,0.46590909090909094,0.8547117972488039,0.775,0.5130718954248366,0.5659722222222222,0.534453781512605,0.3570714294910431,0.7567200064659119,43.2280490398407
0.9644007823613088,0.85,0.4408967391304348,0.4875,0.4628657164291073,0.9238094348086123,0.775,0.4892156862745098,0.5659722222222222,0.5226475279106858,0.3444861173629761,0.5642118453979492,43.620875120162964
