train_auc,train_acc,train_precision,train_recall,train_f1,val_auc,val_acc,val_precision,val_recall,val_f1,train_loss,val_loss,epoch_time
0.7118506242219084,0.15,0.047785547785547784,0.12121212121212123,0.06477272727272727,0.7707432929801352,0.2,0.12354312354312355,0.18181818181818182,0.09902248289345063,2.4168925285339355,2.389226198196411,45.10380005836487
0.800193586061187,0.425,0.24064171122994651,0.24545454545454548,0.22640692640692636,0.9082556052292894,0.525,0.35751633986928105,0.3757575757575758,0.3388864009553665,1.8472769260406494,1.350048303604126,44.44223761558533
0.8037259643952385,0.525,0.3691308691308691,0.3727272727272727,0.3088023088023088,0.9046145710619395,0.55,0.3814685314685315,0.4772727272727272,0.4001298701298701,1.8290016651153564,1.332281470298767,44.52058291435242
0.9234890001468028,0.575,0.44350649350649357,0.42506887052341596,0.4008658008658008,0.9110396088027667,0.525,0.4356060606060606,0.41666666666666674,0.36559714795008913,1.2519161701202393,1.28217351436615,44.61623668670654
0.928646175457321,0.65,0.6303030303030303,0.5878787878787879,0.5797979797979799,0.912335458519669,0.55,0.4696969696969697,0.4151515151515151,0.42049062049062047,1.0926239490509033,1.0459203720092773,44.75071597099304
0.9462736466304118,0.675,0.6666666666666666,0.625068870523416,0.6125541125541125,0.9280649483281064,0.6,0.498989898989899,0.5378787878787878,0.45749704840613936,0.9846566915512085,1.1062575578689575,44.7475061416626
0.9317132654446435,0.725,0.604978354978355,0.6606060606060606,0.5938228438228438,0.9417551379393484,0.625,0.4765840220385675,0.4818181818181818,0.46226816661599274,0.9469022750854492,0.9223024249076843,44.818406105041504
0.9150318417810677,0.775,0.856060606060606,0.7515151515151515,0.7581686429512516,0.9377123007386164,0.65,0.5101731601731602,0.5015151515151515,0.48939393939393944,1.1371963024139404,0.8972551226615906,47.153717041015625
0.957189465208041,0.7,0.75,0.6303030303030303,0.6648785996612084,0.9535798873956768,0.6,0.39040404040404036,0.4287878787878788,0.37548466026726895,0.8084322214126587,1.0125519037246704,45.21901822090149
0.9512838133890766,0.725,0.6272727272727272,0.5878787878787878,0.5763504611330699,0.9222609230503966,0.65,0.5606060606060606,0.5272727272727273,0.5026236389872754,0.8787992596626282,1.030621886253357,44.565656423568726
0.9583032374982839,0.65,0.553030303030303,0.5796143250688706,0.5476911976911976,0.9543428382902067,0.625,0.47121212121212114,0.5924242424242423,0.5007870916961825,0.9095490574836731,0.9811102747917175,44.6566801071167
0.9508393653594891,0.75,0.6813131313131313,0.6856749311294766,0.6744588744588744,0.9519503280029595,0.7,0.5084022038567493,0.5727272727272728,0.5127010670488931,0.889736533164978,0.9173118472099304,44.814297914505005
0.9593685262106313,0.675,0.5692640692640693,0.603030303030303,0.5318570318570319,0.9539798335850969,0.65,0.5643939393939393,0.553030303030303,0.4978521478521479,0.8322860598564148,0.8251205682754517,44.419896364212036
0.9632223027579065,0.625,0.618048618048618,0.5818181818181818,0.5463924963924964,0.9508656966551702,0.725,0.6181818181818183,0.6333333333333333,0.5930735930735931,0.8936893343925476,0.8626090884208679,44.852303981781006
0.9506257898989635,0.775,0.7307359307359307,0.6484848484848484,0.6693075040901127,0.9400428009638535,0.7,0.6638528138528138,0.5924242424242423,0.6124209124209123,0.8162158727645874,0.9196423292160034,44.43932056427002
0.9786843923848108,0.8,0.8439393939393939,0.7545454545454546,0.7543446891272978,0.9547683587157271,0.7,0.5803030303030303,0.5666666666666667,0.5617604617604617,0.6064156293869019,0.8547710180282593,44.603564500808716
0.9674431751831133,0.725,0.6257575757575757,0.6606060606060606,0.6045873757336208,0.9437278676752361,0.65,0.6061327561327562,0.5848484848484848,0.5465367965367965,0.748008131980896,0.9760369062423706,44.90395951271057
0.9777747845549701,0.8,0.7727272727272727,0.7393939393939394,0.7388167388167388,0.9602011265169158,0.75,0.5693473193473194,0.6106060606060605,0.5824793388429752,0.6008423566818237,0.7949985265731812,44.4788658618927
0.9572374881972405,0.775,0.7683982683982684,0.7393939393939394,0.6939393939393939,0.9332797205165627,0.675,0.6401515151515151,0.6045454545454546,0.5936704709431981,0.8582566976547241,1.0569841861724854,44.75608587265015
0.9833981442650174,0.875,0.8528138528138527,0.8454545454545456,0.8325563325563327,0.9492636879478984,0.7,0.5133805588351043,0.5727272727272728,0.5327310370788632,0.43418121337890625,0.9504163861274719,44.42111253738403
