train_auc,train_acc,train_precision,train_recall,train_f1,val_auc,val_acc,val_precision,val_recall,val_f1,train_loss,val_loss,epoch_time
0.7809621774270212,0.1875,0.060991379310344825,0.1796875,0.07891414141414141,0.7935824404574405,0.15,0.0329153605015674,0.1375,0.048669467787114847,2.2561237812042236,2.123854160308838,42.51356339454651
0.8933790132715914,0.6875,0.5366705851619644,0.48854166666666665,0.4684994727834385,0.7838747298122298,0.55,0.3859848484848485,0.3827380952380952,0.35827686202686204,0.9311841130256653,1.2443699836730957,42.20619750022888
0.9415018793143793,0.7625,0.533531746031746,0.5914434523809524,0.552533442605194,0.9064281186156186,0.725,0.6306051587301588,0.5663690476190476,0.5619047619047619,0.7194017171859741,0.8968016505241394,42.34684753417969
0.9500888305868774,0.725,0.6346611721611721,0.5973958333333333,0.578774154589372,0.914477976040476,0.725,0.7279671717171717,0.5931547619047619,0.5931197478991597,0.9403131604194641,1.1286203861236572,42.38923764228821
0.9536504522100225,0.825,0.8787878787878788,0.7194940476190477,0.7263392857142857,0.9470300654675654,0.7,0.6275974025974026,0.5994047619047619,0.5850840336134454,0.6241557598114014,0.8929948806762695,42.337319135665894
0.9593082853678556,0.825,0.7761217948717949,0.7255952380952381,0.7335403726708074,0.9303958513333513,0.8,0.7263621794871795,0.6547619047619048,0.6537714097496706,0.5209075212478638,0.7579919099807739,42.082847118377686
0.9600551848647552,0.825,0.7708614484930274,0.7392857142857142,0.7421888425758394,0.9244406353781354,0.75,0.6552083333333334,0.5985119047619047,0.6011363636363636,0.5460509657859802,0.7447710633277893,41.69932699203491
0.9725875027193386,0.8125,0.7612980769230769,0.759970238095238,0.7419664423740511,0.9088848632598633,0.75,0.5858585858585859,0.6056547619047619,0.5873241341991342,0.5126923322677612,0.9168255925178528,41.997084856033325
0.9678932175123581,0.8875,0.8510964912280702,0.7976190476190477,0.814985014985015,0.9483618267993267,0.8,0.7552083333333333,0.6785714285714286,0.6761363636363636,0.4127076268196106,0.7109373807907104,41.9964644908905
0.9775162823258526,0.875,0.8038194444444444,0.7779017857142856,0.7848345588235295,0.926045801045801,0.825,0.743844696969697,0.6592261904761905,0.6741071428571428,0.3416920304298401,0.6371230483055115,42.370712757110596
0.9792038142038142,0.9125,0.8850108225108225,0.8601190476190477,0.8357142857142857,0.99471519002769,0.875,0.8333333333333333,0.8497023809523809,0.7970467032967032,0.3368670344352722,0.4042813181877136,42.02696967124939
0.9734190359190359,0.875,0.8585470085470086,0.7909226190476191,0.7979080015844722,0.9560093210093211,0.75,0.6808035714285714,0.713095238095238,0.6533730158730159,0.38332128524780273,0.7183647751808167,42.01873302459717
0.9831826459804975,0.85,0.8252840909090908,0.8208333333333333,0.7928129984051036,0.9699872199872199,0.825,0.7055288461538461,0.6830357142857143,0.6866718426501035,0.3955972194671631,0.5691521167755127,41.84019708633423
0.9639661577161577,0.9125,0.9069940476190477,0.7916666666666666,0.8041666666666667,0.9408299152049153,0.8,0.6891369047619047,0.6839285714285714,0.6719988344988345,0.3677833080291748,0.6858234405517578,42.01376676559448
0.9982303732303732,0.9375,0.9268308080808081,0.879092261904762,0.8780106061030946,0.9540011649386649,0.85,0.7572916666666667,0.7247023809523809,0.7128205128205128,0.20640435814857483,0.6122972369194031,41.76017451286316
0.9836309523809524,0.9625,0.9410714285714286,0.9077380952380952,0.8973214285714286,0.9720881324006325,0.825,0.796875,0.7830357142857143,0.7465277777777777,0.22547180950641632,0.5408957600593567,41.79357075691223
0.9940476190476191,0.9375,0.9053030303030303,0.8571428571428571,0.8552655677655677,0.962101173038673,0.775,0.8041666666666667,0.7235119047619047,0.6820818070818071,0.2135448157787323,0.6568993330001831,41.80321979522705
0.9944447367543071,0.8625,0.8625679875679875,0.7898065476190477,0.7598104529329264,0.9700720403845404,0.85,0.8654761904761905,0.8452380952380952,0.8264270451770452,0.3256649076938629,0.5461025238037109,41.793067932128906
0.9901244588744589,0.9375,0.9608585858585859,0.8125,0.8420589826839827,0.9623624076749077,0.85,0.843547077922078,0.8080357142857142,0.7895833333333333,0.17743352055549622,0.5116873383522034,41.72121024131775
0.9880952380952381,0.9,0.903125,0.8035714285714286,0.7834885022385022,0.963056298993799,0.775,0.8232638888888888,0.7660714285714285,0.756455240665767,0.2709617018699646,0.6885272264480591,41.8715705871582
