train_auc,train_acc,train_precision,train_recall,train_f1,val_auc,val_acc,val_precision,val_recall,val_f1,train_loss,val_loss,epoch_time
0.8212902032308168,0.2,0.05606060606060606,0.22077922077922077,0.0871310507674144,0.8163253076696381,0.2,0.047835497835497835,0.21212121212121213,0.0768065268065268,2.1746816635131836,2.3093936443328857,40.69478416442871
0.9655419321328412,0.55,0.4832743014561196,0.5800865800865801,0.48282828282828283,0.9627691082799441,0.625,0.6194805194805194,0.5287878787878788,0.5034632034632034,1.0880687236785889,0.9478690028190613,40.39367914199829
0.969257604016962,0.625,0.5921717171717172,0.6043290043290044,0.5464777646595829,0.9743702681163982,0.75,0.6303030303030303,0.6757575757575757,0.6122655122655122,1.003121256828308,0.826385498046875,40.5632963180542
0.8826406427518165,0.625,0.5006493506493506,0.593073593073593,0.5005288828818241,0.9010784950674655,0.675,0.598989898989899,0.6787878787878787,0.6002008983292405,1.6483904123306274,1.5179144144058228,40.029855251312256
0.9883167770868305,0.8,0.8173160173160173,0.827922077922078,0.8106650924832745,0.9797647704149253,0.775,0.7247474747474748,0.7363636363636363,0.6978270095917155,0.6416996717453003,0.7361119985580444,40.21985578536987
0.9855320543823218,0.775,0.8317099567099567,0.777056277056277,0.762937062937063,0.984758497018559,0.75,0.7062672176308541,0.6545454545454547,0.6491379965064176,0.7000687122344971,0.6678966283798218,40.27014422416687
0.9819093000911182,0.825,0.8424242424242425,0.8603896103896104,0.8415750915750917,0.9840188801798709,0.85,0.8459595959595959,0.8303030303030302,0.7906120023767081,0.6009594202041626,0.5932798981666565,40.19511389732361
0.9771209243134376,0.725,0.7604617604617604,0.739177489177489,0.7033966033966034,0.9871579607183322,0.825,0.7967171717171717,0.7393939393939394,0.7464561582208642,0.7525067925453186,0.5772436857223511,40.13658332824707
0.9895180747453476,0.875,0.8906926406926406,0.8885281385281385,0.864002664002664,0.9905209547934006,0.85,0.842929292929293,0.8378787878787879,0.8158186139469561,0.5275376439094543,0.4271852374076843,39.994072675704956
0.9779525338735866,0.775,0.8030303030303031,0.7991341991341993,0.7642191142191141,0.9853349246857374,0.775,0.7126623376623377,0.6893939393939393,0.673154118608664,0.6609398722648621,0.6034189462661743,40.24715614318848
0.9898909604791958,0.8,0.8371212121212122,0.7969696969696969,0.7932900432900433,0.9782800266701195,0.8,0.6807359307359306,0.712121212121212,0.6556473829201102,0.5620176196098328,0.6715300679206848,40.49998736381531
0.9847159603175645,0.875,0.8930735930735931,0.877922077922078,0.8615768070313525,0.9930415198836251,0.875,0.8202020202020202,0.8,0.7902446929184896,0.5318611264228821,0.3514851927757263,40.11794686317444
0.9792105156409968,0.775,0.8257575757575757,0.8365800865800868,0.7987340941886397,0.9848848425396415,0.75,0.7186868686868686,0.6712121212121211,0.6434455324829657,0.6627860069274902,0.5699050426483154,40.00479578971863
0.9940110565110565,0.925,0.9409090909090909,0.9318181818181818,0.928099173553719,0.9766234694098472,0.825,0.7640692640692641,0.7787878787878788,0.7503163503163502,0.3406439423561096,0.46385425329208374,40.221280336380005
0.9944546819546819,0.875,0.8885281385281385,0.8982683982683981,0.8774225774225773,0.9884948591140542,0.825,0.8262626262626263,0.8151515151515152,0.769399881164587,0.3967652916908264,0.5456494688987732,40.32310461997986
0.9889093639093638,0.85,0.8575757575757575,0.88008658008658,0.8588351042896498,0.987958893531649,0.825,0.8156565656565656,0.8030303030303029,0.7591152163344677,0.4599155783653259,0.4297570586204529,40.15588045120239
0.9930023606494195,0.9,0.9136363636363637,0.8961038961038962,0.8881007881007882,0.985887940748622,0.8,0.743939393939394,0.7242424242424241,0.705050505050505,0.4483322203159332,0.5600695013999939,40.19408822059631
0.9979183729183728,0.9,0.9128787878787878,0.9136363636363637,0.9034959989505444,0.9788516334027171,0.8,0.7429292929292928,0.712121212121212,0.6833576405768919,0.27931147813796997,0.47201672196388245,40.222347259521484
0.9953375010193191,0.9,0.9036796536796536,0.9112554112554112,0.8952380952380952,0.9904306220095694,0.95,0.976911976911977,0.9090909090909091,0.9270533388180446,0.3093263506889343,0.2947474420070648,40.03331446647644
0.993635681135681,0.925,0.9090909090909091,0.9166666666666665,0.9021645021645022,0.9952153110047847,0.925,0.9292929292929292,0.890909090909091,0.878490790255496,0.34030967950820923,0.24611417949199677,40.17622637748718
