train_auc,train_acc,val_auc,val_acc,train_loss,val_loss,epoch_time
0.803071729957806,0.8876404494382022,0.7385607463812855,0.887434554973822,0.3364433036910163,0.3388827901620131,4.29180121421814
0.9318481012658228,0.8876404494382022,0.7866502023736022,0.887434554973822,0.27501725107431413,0.3075686710385176,4.123546361923218
0.9757524613220815,0.8891385767790262,0.8173835494271797,0.887434554973822,0.2241831491390864,0.2949111473101836,4.0863165855407715
0.9758143459915611,0.8883895131086142,0.7987240172875077,0.756544502617801,0.24946968456109364,0.3979898209755237,4.151146173477173
0.9963037974683544,0.9737827715355806,0.8160801262262468,0.8979057591623036,0.07761255606181092,0.30879582479023016,4.263051986694336
0.9998762306610408,0.9932584269662922,0.8433148110036358,0.8979057591623036,0.047307156885249745,0.28893643689270204,4.109321117401123
0.99971870604782,0.9558052434456928,0.8227344446731151,0.8350785340314136,0.116756753416525,0.37735221133782315,4.152216911315918
0.9996511954992967,0.9378277153558052,0.7934417232626741,0.7958115183246073,0.13461728319525718,0.41133171434585863,4.253580570220947
0.9998481012658227,0.9775280898876404,0.8418741853604994,0.8717277486910995,0.06345744062629011,0.32061404634553653,4.182700872421265
0.9976708860759493,0.8322097378277153,0.8193729848391301,0.6413612565445026,0.3686592356612285,0.8408406812411088,4.1900177001953125
0.9984922644163151,0.9805243445692884,0.7616793578925705,0.8979057591623036,0.05514087820322149,0.4843558508974428,4.224476099014282
1.0,1.0,0.8741167592783151,0.900523560209424,0.007487680628481839,0.3196596512570977,4.2712082862854
0.9999943741209565,0.9940074906367041,0.8527817795156754,0.8743455497382199,0.021198729679195418,0.3280577275615472,4.8387744426727295
0.9999549929676512,0.9655430711610486,0.7208616313370377,0.887434554973822,0.08398510084177056,0.5679315758976512,4.182172536849976
1.0,1.0,0.8436578171091446,0.8952879581151832,0.006180322925663657,0.3738080683307579,4.190831899642944
1.0,1.0,0.8563490430129657,0.9031413612565445,0.0046225935039627885,0.3751676246667138,4.397734642028809
1.0,0.9947565543071161,0.8415311792549908,0.8900523560209425,0.015846243668864998,0.4984648119335851,4.583429574966431
0.9995161744022503,0.9692883895131086,0.7282705632160252,0.8900523560209425,0.07983327275659476,0.6062355414032936,4.2033851146698
0.9999887482419129,0.9895131086142323,0.8062701516086986,0.856020942408377,0.031031698619739877,0.4079122208058834,4.3345959186553955
1.0,0.9992509363295881,0.8411195719283803,0.8743455497382199,0.00840315626313289,0.36902738391206813,4.289654016494751
