train_auc,train_acc,val_auc,val_acc,train_loss,val_loss,epoch_time
0.7744918200208182,0.7452504317789291,0.7628302845528455,0.7935483870967742,0.498445783670132,0.4614802788604389,4.615385293960571
0.8234499283147082,0.8065630397236615,0.805957825203252,0.8225806451612904,0.4525801684611883,0.429178926077756,3.573667526245117
0.8464049335192568,0.8290155440414507,0.829077743902439,0.8354838709677419,0.4311559322552803,0.4139795086600564,3.563271999359131
0.8604906023528488,0.8177892918825561,0.8485772357723578,0.8225806451612904,0.406197340060503,0.3895153227177533,3.493685483932495
0.8750358426458746,0.8376511226252159,0.8448297764227642,0.8290322580645161,0.3793233285347621,0.3821267011490735,3.5628974437713623
0.8816662411375376,0.8454231433506045,0.8276803861788619,0.832258064516129,0.3649435540040334,0.3912567956881089,3.4986605644226074
0.923990022978573,0.8773747841105354,0.8372713414634146,0.8290322580645161,0.3085827449193367,0.3796703544530002,3.585862159729004
0.9492939489757842,0.9127806563039724,0.853785569105691,0.8354838709677419,0.2806760989702664,0.3811812590469013,3.5173232555389404
0.9606968203154151,0.9084628670120898,0.8603912601626016,0.8354838709677419,0.2533614287773768,0.389245252717625,3.5867342948913574
0.973360567197596,0.929188255613126,0.8285060975609757,0.7870967741935484,0.2404476314401015,0.4174471416256644,3.7017982006073
0.974448612447709,0.9386873920552677,0.8270452235772358,0.8064516129032258,0.21971691285188383,0.39572408524426544,3.696080446243286
0.9891548991495964,0.959412780656304,0.8565802845528455,0.8225806451612904,0.1790075149291601,0.36985166099938477,3.8210365772247314
0.9726456782606988,0.9119170984455959,0.8077997967479674,0.8483870967741935,0.2183245729941588,0.46170933138240466,3.564108371734619
0.9815110866704637,0.9343696027633851,0.8279344512195121,0.8225806451612904,0.16783461280358145,0.40942261706699024,3.7047712802886963
0.9947208201582968,0.9447322970639033,0.8452743902439024,0.832258064516129,0.13006643850642902,0.5526191714135084,3.6201422214508057
0.9956006834652473,0.9758203799654577,0.8302210365853658,0.8290322580645161,0.08768053410144952,0.42612436413764954,3.6038782596588135
0.9974114735746411,0.9533678756476683,0.8306021341463415,0.8354838709677419,0.11306196838044204,0.5262626165693457,3.621269702911377
0.9977021427028301,0.9723661485319517,0.8910696138211381,0.8483870967741935,0.07615696865683183,0.48063604262742127,3.6387522220611572
0.9942533927764794,0.9179620034542314,0.8540396341463414,0.7322580645161291,0.23338754226764044,0.6028552813963457,3.6854665279388428
0.9997054029106193,0.9913644214162349,0.8680132113821138,0.8612903225806452,0.034571787724510215,0.4763000092723153,3.6081595420837402
