,model,dataset,epoch,train_AUC,train_ACC,val_AUC,val_ACC,epoch_time,train_precision,train_recall,train_f1,val_precision,val_recall,val_f1
26,MedViT2D,breastmnist,7.0,0.7931034482758621,0.75,0.7402597402597403,0.75,19.87348985671997,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.896551724137931,0.7878787878787878,0.8387096774193549
27,MedViT2D,breastmnist,8.0,0.7962382445141065,0.8,0.774891774891775,0.6,19.849586486816406,0.8888888888888888,0.8275862068965517,0.8571428571428571,0.9473684210526316,0.5454545454545454,0.6923076923076923
28,MedViT2D,breastmnist,9.0,0.865203761755486,0.75,0.748917748917749,0.725,19.792240142822266,0.88,0.7586206896551724,0.8148148148148148,0.9230769230769232,0.7272727272727273,0.8135593220338984
29,MedViT2D,breastmnist,10.0,0.896551724137931,0.825,0.8268398268398268,0.775,20.00666570663452,0.8235294117647058,0.9655172413793104,0.8888888888888888,0.875,0.8484848484848485,0.8615384615384616
30,MedViT2D,breastmnist,11.0,0.8840125391849529,0.775,0.8225108225108225,0.725,19.849200010299683,0.8571428571428571,0.8275862068965517,0.8421052631578947,0.9230769230769232,0.7272727272727273,0.8135593220338984
31,MedViT2D,breastmnist,12.0,0.8119122257053292,0.725,0.7922077922077922,0.7,20.03308486938477,0.8461538461538461,0.7586206896551724,0.8,0.9565217391304348,0.6666666666666666,0.7857142857142857
32,MedViT2D,breastmnist,13.0,0.8056426332288401,0.55,0.7619047619047619,0.475,19.97189450263977,0.8235294117647058,0.4827586206896552,0.6086956521739131,0.9285714285714286,0.3939393939393939,0.5531914893617021
33,MedViT2D,breastmnist,14.0,0.8432601880877743,0.875,0.7965367965367965,0.775,19.922387838363647,0.8529411764705882,1.0,0.9206349206349206,0.875,0.8484848484848485,0.8615384615384616
34,MedViT2D,breastmnist,15.0,0.755485893416928,0.55,0.7012987012987013,0.525,20.010738849639893,0.8235294117647058,0.4827586206896552,0.6086956521739131,0.8888888888888888,0.4848484848484848,0.6274509803921569
35,MedViT2D,breastmnist,16.0,0.7304075235109718,0.35,0.7662337662337663,0.25,19.86093139648437,1.0,0.1034482758620689,0.1875,1.0,0.0909090909090909,0.1666666666666666
36,MedViT2D,breastmnist,17.0,0.8934169278996865,0.7,0.8138528138528139,0.65,19.722187995910645,0.9047619047619048,0.6551724137931034,0.76,0.9523809523809524,0.6060606060606061,0.7407407407407407
37,MedViT2D,breastmnist,18.0,0.9561128526645768,0.95,0.8398268398268398,0.75,20.05040955543518,0.935483870967742,1.0,0.9666666666666668,0.896551724137931,0.7878787878787878,0.8387096774193549
38,MedViT2D,breastmnist,19.0,0.9529780564263322,0.85,0.8484848484848485,0.75,20.02913975715637,0.8709677419354839,0.9310344827586208,0.9,0.925925925925926,0.7575757575757576,0.8333333333333334
39,MedViT2D,breastmnist,20.0,0.7836990595611285,0.525,0.7835497835497836,0.425,19.76073145866394,1.0,0.3448275862068966,0.5128205128205128,1.0,0.303030303030303,0.4651162790697674
40,MedViT2D,dermamnist,1.0,0.6689699475908338,0.23,0.5664185998631297,0.2577777777777778,45.11933755874634,0.1904788758314979,0.2261022388011372,0.1302351543173569,0.2292910538323382,0.2263102321220458,0.1506739566530622
41,MedViT2D,dermamnist,2.0,0.7430981740297211,0.6,0.7188036985503546,0.5688888888888889,44.78384780883789,0.2145291385412966,0.2296722102413656,0.2168917045764336,0.237777264534594,0.2398682100577457,0.2237780367317288
42,MedViT2D,dermamnist,3.0,0.7288600312869277,0.475,0.6652656369215073,0.5333333333333333,44.830735206604,0.2041543513957306,0.2401983641273726,0.2063138386667798,0.2643854657247514,0.3055901192593825,0.2688867799017989
43,MedViT2D,dermamnist,4.0,0.7612088547474337,0.58,0.731943100972984,0.6,44.77117395401001,0.1852548036758563,0.2062803973758686,0.1946876334115241,0.3883928571428571,0.2504688006589496,0.2640108366974456
44,MedViT2D,dermamnist,5.0,0.8066738947006052,0.625,0.8041247222407598,0.5866666666666667,44.85535550117493,0.2390167865707434,0.2225735527449113,0.2049116761919209,0.3452075767286192,0.3097655120442337,0.28718820861678
45,MedViT2D,dermamnist,6.0,0.7862498327134676,0.645,0.7406859267443003,0.6044444444444445,44.92429089546204,0.3518259935553169,0.2487371529599191,0.243129556805941,0.2840620119015348,0.2837821259890817,0.2741163713305995
46,MedViT2D,dermamnist,7.0,0.8273502560965343,0.66,0.8085585880463572,0.6133333333333333,44.80026698112488,0.3528737928737929,0.2589451665339058,0.2623801872435607,0.3327103255095142,0.3556685447901788,0.342711730595093
47,MedViT2D,dermamnist,8.0,0.8457143338179363,0.65,0.7968165058062829,0.5911111111111111,44.85973763465881,0.2812925170068027,0.2594519243846049,0.24778721897681,0.3065431435732187,0.2834973405420563,0.2539562286977877
48,MedViT2D,dermamnist,9.0,0.8461376389329768,0.65,0.8006165349652611,0.6088888888888889,44.48999786376953,0.386017316017316,0.2878149831944201,0.3051608685106876,0.3106998897119823,0.2852673916281841,0.2815563843637632
49,MedViT2D,dermamnist,10.0,0.8236298798680014,0.62,0.8286391515705527,0.5733333333333334,44.49219942092896,0.2534908700322234,0.2385420916632667,0.2330710910318325,0.2186130007558579,0.2855017919576589,0.2219843071583618
50,MedViT2D,dermamnist,11.0,0.8480320163307102,0.635,0.7941404588357915,0.5777777777777777,44.73318886756897,0.2892380952380952,0.3152746206601776,0.2909284119124825,0.2830678856798259,0.2833856170205308,0.2631156964630871
51,MedViT2D,dermamnist,12.0,0.8698948897930919,0.685,0.802839516031536,0.6,44.37847113609314,0.3180295566502463,0.2790584341991931,0.2763766028726989,0.2386532004036098,0.3174262405692203,0.2619293054707658
52,MedViT2D,dermamnist,13.0,0.8761187344714314,0.66,0.8170392869755628,0.6044444444444445,44.72186851501465,0.5102032659586616,0.2939260295441446,0.3201947306424918,0.2632970011018791,0.2810810455569089,0.2502773363529899
53,MedViT2D,dermamnist,14.0,0.8836047415645022,0.695,0.8108263151515196,0.64,44.788299798965454,0.4549659863945577,0.2807446588046343,0.2966410674975747,0.2995893817744009,0.3416899606557951,0.3046261171261171
54,MedViT2D,dermamnist,15.0,0.8901567921937293,0.69,0.8157345637958855,0.6444444444444445,44.452903509140015,0.4471308496855942,0.3175072694656538,0.3283830543541258,0.3930055243573939,0.3125629813969383,0.2998858284572571
55,MedViT2D,dermamnist,16.0,0.8755987163011456,0.695,0.8086521699317271,0.6444444444444445,44.404523611068726,0.3190517251492861,0.3453133803501001,0.3239414302532249,0.4450996313235804,0.3278844384469116,0.3416784895776492
56,MedViT2D,dermamnist,17.0,0.9257588574814436,0.75,0.8644499486627257,0.6888888888888889,44.6522798538208,0.5431969834836077,0.3544317835933502,0.4004681592916886,0.4486646510456034,0.3752420676299717,0.3847690001972935
57,MedViT2D,dermamnist,18.0,0.9224758092111032,0.735,0.8700319754207834,0.6533333333333333,44.71307945251465,0.5093222474174854,0.3331851916613238,0.3458839967390604,0.3742501546072974,0.3371268215315323,0.3233477821650215
58,MedViT2D,dermamnist,19.0,0.923230712366803,0.725,0.8828074394555634,0.6533333333333333,44.59331011772156,0.5427334570191713,0.3290145583597236,0.3486777146309252,0.3743315361292889,0.3383119671226154,0.3032288277629892
59,MedViT2D,dermamnist,20.0,0.9219281084914492,0.715,0.8708318026254724,0.6711111111111111,44.33439111709595,0.5076921765663487,0.306038027886253,0.3325898738942217,0.4541205707872374,0.3646108078267803,0.3531803802903547
60,MedViT2D,octmnist,1.0,0.4435509720246562,0.35,0.5675203930754917,0.375,44.964316606521606,0.1328125,0.3,0.1837524177949709,0.1696428571428571,0.3541666666666666,0.2241847826086956
61,MedViT2D,octmnist,2.0,0.8076965979137032,0.625,0.8299254884370016,0.55,43.62455463409424,0.425,0.4875,0.4089285714285714,0.3416666666666667,0.3194444444444444,0.3270676691729323
62,MedViT2D,octmnist,3.0,0.6746190730203888,0.425,0.6849384054359383,0.55,43.88517165184021,0.3571428571428571,0.275,0.1954545454545454,0.3828125,0.3142361111111111,0.289047619047619
63,MedViT2D,octmnist,4.0,0.7451756756756757,0.5,0.7594956555688465,0.475,43.84952044487,0.4591503267973856,0.3833333333333333,0.3355263157894737,0.3916666666666666,0.3993055555555556,0.3108127308894572
64,MedViT2D,octmnist,5.0,0.7773790896159317,0.75,0.7832259685672515,0.65,43.38748574256897,0.4050925925925925,0.4208333333333333,0.4058313632781717,0.3677884615384615,0.3871527777777778,0.3649193548387097
65,MedViT2D,octmnist,6.0,0.8099180891417732,0.675,0.8325992241493887,0.625,43.36279201507568,0.3585164835164834,0.4,0.3593974175035868,0.4208333333333333,0.4739583333333333,0.4351328903654485
66,MedViT2D,octmnist,7.0,0.9171177690848744,0.75,0.8004012161084529,0.7,43.60942053794861,0.3963585434173669,0.4333333333333333,0.4138719512195122,0.3661684782608695,0.4149305555555556,0.3834841628959275
67,MedViT2D,octmnist,8.0,0.9254198079658608,0.825,0.8884164423843699,0.725,43.68903183937073,0.4244505494505495,0.4666666666666667,0.4415292353823088,0.4704545454545454,0.5399305555555556,0.4943381180223286
68,MedViT2D,octmnist,9.0,0.8244621266002845,0.775,0.8002745381446039,0.675,43.52040338516235,0.4134615384615384,0.4375,0.420807453416149,0.4814814814814814,0.5138888888888888,0.4646179401993355
69,MedViT2D,octmnist,10.0,0.8988467283072546,0.8,0.8564281798245613,0.8,43.39507150650024,0.4144021739130434,0.4583333333333333,0.4351087771942986,0.5411931818181819,0.5833333333333334,0.5561145510835913
70,MedViT2D,octmnist,11.0,0.929570945945946,0.9,0.8501160868553961,0.675,43.51344156265259,0.7083333333333334,0.7333333333333334,0.7186520376175549,0.4253472222222222,0.5086805555555556,0.4448529411764705
71,MedViT2D,octmnist,12.0,0.9263736960644856,0.85,0.8444477671451356,0.675,43.34603977203369,0.5596590909090909,0.5958333333333333,0.5769969278033794,0.425,0.5104166666666666,0.4542483660130719
72,MedViT2D,octmnist,13.0,0.9828243243243242,0.825,0.7859910785486444,0.775,43.29426193237305,0.6598684210526315,0.5875,0.5997549019607843,0.3990641711229946,0.4548611111111111,0.4246212121212121
73,MedViT2D,octmnist,14.0,0.923776967757231,0.825,0.8312275717703349,0.825,43.40624761581421,0.5539855072463769,0.5833333333333334,0.5676356589147287,0.5472222222222223,0.5972222222222222,0.5694444444444444
74,MedViT2D,octmnist,15.0,0.9487511261261262,0.85,0.9138631379585328,0.825,43.50227761268616,0.4242424242424242,0.4875,0.4534632034632034,0.5472222222222223,0.5972222222222222,0.5694444444444444
75,MedViT2D,octmnist,16.0,0.975106981981982,0.85,0.8899739583333334,0.8,43.51156163215637,0.6726190476190477,0.6,0.6134515890613451,0.4105263157894737,0.4722222222222222,0.4390977443609022
76,MedViT2D,octmnist,17.0,0.9507094594594594,0.9,0.9286813446969696,0.85,43.3326256275177,0.6325757575757576,0.7375,0.6761904761904762,0.6751336898395722,0.609375,0.6189393939393939
77,MedViT2D,octmnist,18.0,0.9673941441441442,0.875,0.9057183678894204,0.725,43.69780516624451,0.6848739495798319,0.725,0.7038871951219512,0.4548611111111111,0.5381944444444444,0.4742647058823529
78,MedViT2D,octmnist,19.0,0.941808321479374,0.85,0.8547117972488039,0.775,43.2280490398407,0.4479166666666666,0.4875,0.4659090909090909,0.5130718954248366,0.5659722222222222,0.534453781512605
79,MedViT2D,octmnist,20.0,0.9644007823613088,0.85,0.9238094348086124,0.775,43.62087512016296,0.4408967391304348,0.4875,0.4628657164291073,0.4892156862745098,0.5659722222222222,0.5226475279106858
80,MedViT2D,organamnist,1.0,0.8212902032308168,0.2,0.8163253076696381,0.2,40.69478416442871,0.056060606060606,0.2207792207792207,0.0871310507674144,0.0478354978354978,0.2121212121212121,0.0768065268065268
81,MedViT2D,organamnist,2.0,0.9655419321328412,0.55,0.962769108279944,0.625,40.39367914199829,0.4832743014561196,0.5800865800865801,0.4828282828282828,0.6194805194805194,0.5287878787878788,0.5034632034632034
82,MedViT2D,organamnist,3.0,0.969257604016962,0.625,0.9743702681163982,0.75,40.5632963180542,0.5921717171717172,0.6043290043290044,0.5464777646595829,0.6303030303030303,0.6757575757575757,0.6122655122655122
83,MedViT2D,organamnist,4.0,0.8826406427518165,0.625,0.9010784950674656,0.675,40.029855251312256,0.5006493506493506,0.593073593073593,0.5005288828818241,0.598989898989899,0.6787878787878787,0.6002008983292405
84,MedViT2D,organamnist,5.0,0.9883167770868304,0.8,0.9797647704149252,0.775,40.21985578536987,0.8173160173160173,0.827922077922078,0.8106650924832745,0.7247474747474748,0.7363636363636363,0.6978270095917155
85,MedViT2D,organamnist,6.0,0.9855320543823218,0.775,0.984758497018559,0.75,40.27014422416687,0.8317099567099567,0.777056277056277,0.762937062937063,0.7062672176308541,0.6545454545454547,0.6491379965064176
86,MedViT2D,organamnist,7.0,0.9819093000911182,0.825,0.9840188801798708,0.85,40.19511389732361,0.8424242424242425,0.8603896103896104,0.8415750915750917,0.8459595959595959,0.8303030303030302,0.7906120023767081
87,MedViT2D,organamnist,8.0,0.9771209243134376,0.725,0.9871579607183322,0.825,40.13658332824707,0.7604617604617604,0.739177489177489,0.7033966033966034,0.7967171717171717,0.7393939393939394,0.7464561582208642
88,MedViT2D,organamnist,9.0,0.9895180747453476,0.875,0.9905209547934006,0.85,39.99407267570496,0.8906926406926406,0.8885281385281385,0.864002664002664,0.842929292929293,0.8378787878787879,0.8158186139469561
89,MedViT2D,organamnist,10.0,0.9779525338735866,0.775,0.9853349246857374,0.775,40.24715614318848,0.8030303030303031,0.7991341991341993,0.7642191142191141,0.7126623376623377,0.6893939393939393,0.673154118608664
90,MedViT2D,organamnist,11.0,0.9898909604791958,0.8,0.9782800266701196,0.8,40.49998736381531,0.8371212121212122,0.7969696969696969,0.7932900432900433,0.6807359307359306,0.712121212121212,0.6556473829201102
91,MedViT2D,organamnist,12.0,0.9847159603175644,0.875,0.9930415198836252,0.875,40.11794686317444,0.8930735930735931,0.877922077922078,0.8615768070313525,0.8202020202020202,0.8,0.7902446929184896
92,MedViT2D,organamnist,13.0,0.9792105156409968,0.775,0.9848848425396416,0.75,40.00479578971863,0.8257575757575757,0.8365800865800868,0.7987340941886397,0.7186868686868686,0.6712121212121211,0.6434455324829657
93,MedViT2D,organamnist,14.0,0.9940110565110564,0.925,0.9766234694098472,0.825,40.221280336380005,0.9409090909090908,0.9318181818181818,0.928099173553719,0.7640692640692641,0.7787878787878788,0.7503163503163502
94,MedViT2D,organamnist,15.0,0.994454681954682,0.875,0.9884948591140542,0.825,40.32310461997986,0.8885281385281385,0.8982683982683981,0.8774225774225773,0.8262626262626263,0.8151515151515152,0.769399881164587
95,MedViT2D,organamnist,16.0,0.9889093639093638,0.85,0.987958893531649,0.825,40.15588045120239,0.8575757575757575,0.88008658008658,0.8588351042896498,0.8156565656565656,0.8030303030303029,0.7591152163344677
96,MedViT2D,organamnist,17.0,0.9930023606494196,0.9,0.985887940748622,0.8,40.19408822059631,0.9136363636363636,0.8961038961038962,0.8881007881007882,0.743939393939394,0.7242424242424241,0.705050505050505
97,MedViT2D,organamnist,18.0,0.9979183729183728,0.9,0.9788516334027172,0.8,40.22234725952149,0.9128787878787878,0.9136363636363636,0.9034959989505444,0.7429292929292928,0.712121212121212,0.6833576405768919
98,MedViT2D,organamnist,19.0,0.9953375010193192,0.9,0.9904306220095694,0.95,40.03331446647644,0.9036796536796536,0.9112554112554112,0.8952380952380952,0.976911976911977,0.9090909090909092,0.9270533388180446
99,MedViT2D,organamnist,20.0,0.993635681135681,0.925,0.9952153110047848,0.925,40.17622637748718,0.9090909090909092,0.9166666666666664,0.9021645021645022,0.9292929292929292,0.890909090909091,0.878490790255496
100,MedViT2D,organcmnist,1.0,0.7978664896215512,0.1416666666666666,0.8081397111660269,0.15,46.299211740493774,0.1166666666666666,0.1672979797979797,0.0910726700200384,0.1868686868686868,0.1772727272727272,0.1177944862155388
101,MedViT2D,organcmnist,2.0,0.938793789833394,0.5666666666666667,0.9772088755757486,0.725,44.80558109283447,0.5263970002583316,0.5351268928140587,0.4842718085803627,0.6707988980716254,0.7272727272727273,0.6630888719124014
102,MedViT2D,organcmnist,3.0,0.9692121298712844,0.7583333333333333,0.9867847426051758,0.8,45.67409062385559,0.6891699209881028,0.7202698173286408,0.6898517391699209,0.7227272727272728,0.796969696969697,0.7349206349206349
103,MedViT2D,organcmnist,4.0,0.975658872387342,0.7916666666666666,0.9889497808692856,0.8,45.35361695289612,0.8152402401536207,0.7208219068513185,0.7285668398587059,0.8243801652892562,0.7727272727272727,0.7817788272333727
104,MedViT2D,organcmnist,5.0,0.9673036088343484,0.7166666666666667,0.9832145872703149,0.75,45.282304525375366,0.7815656565656565,0.71438516177821,0.6826688076063886,0.6424242424242425,0.7545454545454546,0.6782106782106783
105,MedViT2D,organcmnist,6.0,0.9818074207964964,0.8083333333333333,0.9863844884046123,0.8,45.36897158622742,0.759330316148498,0.7501888312717191,0.7441212452438375,0.7651515151515151,0.7712121212121213,0.7474025974025974
106,MedViT2D,organcmnist,7.0,0.9814136173283838,0.8083333333333333,0.9862094518828264,0.875,45.429494857788086,0.7705151595701836,0.7602108947697183,0.7555708030806845,0.8674931129476584,0.8181818181818182,0.8296471205562114
107,MedViT2D,organcmnist,8.0,0.9837644326699324,0.8416666666666667,0.9857492885511462,0.75,45.43732023239136,0.7392927878221996,0.7614428599722718,0.7447888512129999,0.706060606060606,0.7606060606060606,0.7059425423061787
108,MedViT2D,organcmnist,9.0,0.9909761819753524,0.8416666666666667,0.9936568694463432,0.9,45.34567880630493,0.7578183798772035,0.7782270116494715,0.7557372721858889,0.8303030303030304,0.8484848484848485,0.8218549127640036
109,MedViT2D,organcmnist,10.0,0.9905651911679756,0.8833333333333333,0.9922875370243792,0.775,45.62050175666809,0.8939212302848666,0.8558897801544861,0.8655445152857607,0.8037878787878788,0.8030303030303031,0.773737373737374
110,MedViT2D,organcmnist,11.0,0.992560809910716,0.8833333333333333,0.9928109824472052,0.825,45.69164180755615,0.7791666666666667,0.8056347791641909,0.7878604240027357,0.756060606060606,0.7984848484848485,0.7641055117131671
111,MedViT2D,organcmnist,12.0,0.9919823062788878,0.8583333333333333,0.9964114832535884,0.925,45.27601599693298,0.7579389193694006,0.7891339869281047,0.7700904461634831,0.8454545454545456,0.893939393939394,0.8604224058769513
112,MedViT2D,organcmnist,13.0,0.9863234159631692,0.85,0.9941097649456784,0.825,45.448570013046265,0.7497639565821383,0.7775599128540304,0.7580902175729761,0.7790209790209791,0.8,0.7679402722880984
113,MedViT2D,organcmnist,14.0,0.9908217870820448,0.8583333333333333,0.99491415705038,0.875,45.63838863372803,0.8440633440633442,0.7909437512378688,0.7988053439925097,0.9008264462809916,0.8757575757575757,0.8643578643578643
114,MedViT2D,organcmnist,15.0,0.992747626682824,0.9,0.9940425931138004,0.8,45.64016127586365,0.8880591630591631,0.8325757575757575,0.834475115010419,0.8528138528138528,0.8030303030303031,0.7774891774891777
115,MedViT2D,organcmnist,16.0,0.99438392309743,0.9,0.9940812146230104,0.85,45.3370795249939,0.902302243211334,0.8821078431372549,0.886961029286007,0.8838383838383838,0.8757575757575757,0.8523125996810207
116,MedViT2D,organcmnist,17.0,0.9949380930344756,0.8833333333333333,0.993968745392894,0.875,45.24305605888367,0.7882805325987143,0.8140498118439295,0.7942795370136205,0.8068870523415977,0.8606060606060606,0.8178932178932179
117,MedViT2D,organcmnist,18.0,0.9900317142550928,0.8333333333333334,0.9931462345703834,0.825,45.41658663749695,0.7304210940574577,0.7536962764903941,0.7340167684356191,0.7878787878787878,0.8333333333333333,0.7815789473684212
118,MedViT2D,organcmnist,19.0,0.9947705749750696,0.8833333333333333,0.9963904078377764,0.85,45.34845185279846,0.8752597747813059,0.8592072687660923,0.8576224868301772,0.893939393939394,0.8893939393939394,0.8704585966618051
119,MedViT2D,organcmnist,20.0,0.9915651957249914,0.8583333333333333,0.9975502928444104,0.825,45.3867027759552,0.772427542103199,0.8103485838779957,0.78673134055487,0.7840909090909091,0.8454545454545456,0.7871017871017872
120,MedViT2D,organsmnist,1.0,0.7118506242219084,0.15,0.7707432929801352,0.2,45.10380005836487,0.0477855477855477,0.1212121212121212,0.0647727272727272,0.1235431235431235,0.1818181818181818,0.0990224828934506
121,MedViT2D,organsmnist,2.0,0.800193586061187,0.425,0.9082556052292894,0.525,44.44223761558533,0.2406417112299465,0.2454545454545454,0.2264069264069263,0.357516339869281,0.3757575757575758,0.3388864009553665
122,MedViT2D,organsmnist,3.0,0.8037259643952385,0.525,0.9046145710619397,0.55,44.52058291435242,0.3691308691308691,0.3727272727272727,0.3088023088023088,0.3814685314685315,0.4772727272727272,0.4001298701298701
123,MedViT2D,organsmnist,4.0,0.9234890001468028,0.575,0.9110396088027668,0.525,44.61623668670654,0.4435064935064935,0.4250688705234159,0.4008658008658008,0.4356060606060606,0.4166666666666667,0.3655971479500891
124,MedViT2D,organsmnist,5.0,0.928646175457321,0.65,0.912335458519669,0.55,44.75071597099304,0.6303030303030303,0.5878787878787879,0.5797979797979799,0.4696969696969697,0.4151515151515151,0.4204906204906204
125,MedViT2D,organsmnist,6.0,0.9462736466304118,0.675,0.9280649483281064,0.6,44.7475061416626,0.6666666666666666,0.625068870523416,0.6125541125541125,0.498989898989899,0.5378787878787878,0.4574970484061393
126,MedViT2D,organsmnist,7.0,0.9317132654446436,0.725,0.9417551379393484,0.625,44.818406105041504,0.604978354978355,0.6606060606060606,0.5938228438228438,0.4765840220385675,0.4818181818181818,0.4622681666159927
127,MedViT2D,organsmnist,8.0,0.9150318417810676,0.775,0.9377123007386164,0.65,47.153717041015625,0.856060606060606,0.7515151515151515,0.7581686429512516,0.5101731601731602,0.5015151515151515,0.4893939393939394
128,MedViT2D,organsmnist,9.0,0.957189465208041,0.7,0.9535798873956768,0.6,45.21901822090149,0.75,0.6303030303030303,0.6648785996612084,0.3904040404040403,0.4287878787878788,0.3754846602672689
129,MedViT2D,organsmnist,10.0,0.9512838133890766,0.725,0.9222609230503966,0.65,44.565656423568726,0.6272727272727272,0.5878787878787878,0.5763504611330699,0.5606060606060606,0.5272727272727273,0.5026236389872754
130,MedViT2D,organsmnist,11.0,0.958303237498284,0.65,0.9543428382902068,0.625,44.6566801071167,0.553030303030303,0.5796143250688706,0.5476911976911976,0.4712121212121211,0.5924242424242423,0.5007870916961825
